model,dataset,strategy,task_type,response_length,num_reasoning_steps,has_hedging,y0_correct,label,confidence
mistral,gsm8k,s2,math,181,12,False,True,0,
mistral,gsm8k,s2,math,148,13,False,False,0,
mistral,gsm8k,s2,math,134,14,False,True,0,
mistral,gsm8k,s2,math,119,0,False,True,0,
mistral,gsm8k,s2,math,142,9,False,False,0,
mistral,gsm8k,s2,math,137,8,False,True,0,
mistral,gsm8k,s2,math,148,13,False,True,0,
mistral,gsm8k,s2,math,146,4,False,True,0,
mistral,gsm8k,s2,math,151,10,False,True,0,
mistral,gsm8k,s2,math,125,3,False,False,0,
mistral,gsm8k,s2,math,133,2,False,True,0,
mistral,gsm8k,s2,math,148,8,False,True,0,
mistral,gsm8k,s2,math,133,4,False,True,0,
mistral,gsm8k,s2,math,168,8,False,True,0,
mistral,gsm8k,s2,math,159,8,False,True,0,
mistral,gsm8k,s2,math,144,12,False,False,0,
mistral,gsm8k,s2,math,101,5,False,True,0,
mistral,gsm8k,s2,math,205,6,False,True,0,
mistral,gsm8k,s2,math,78,3,False,True,0,
mistral,gsm8k,s2,math,88,3,False,True,0,
mistral,gsm8k,s2,math,144,0,False,False,0,
mistral,gsm8k,s2,math,159,8,False,True,0,
mistral,gsm8k,s2,math,168,10,False,False,0,
mistral,gsm8k,s2,math,99,7,False,False,0,
mistral,gsm8k,s2,math,87,2,False,True,0,
mistral,gsm8k,s2,math,124,4,False,True,0,
mistral,gsm8k,s2,math,101,7,False,True,0,
mistral,gsm8k,s2,math,194,9,False,False,0,
mistral,gsm8k,s2,math,274,14,False,False,0,
mistral,gsm8k,s2,math,102,2,False,True,0,
mistral,gsm8k,s2,math,116,9,False,False,0,
mistral,gsm8k,s2,math,169,9,False,True,0,
mistral,gsm8k,s2,math,134,0,False,True,0,
mistral,gsm8k,s2,math,221,17,False,False,0,
mistral,gsm8k,s2,math,183,2,False,False,0,
mistral,gsm8k,s2,math,91,7,False,True,0,
mistral,gsm8k,s2,math,103,12,False,True,0,
mistral,gsm8k,s2,math,139,8,False,True,0,
mistral,gsm8k,s2,math,229,16,False,True,0,
mistral,gsm8k,s2,math,200,10,False,False,0,
mistral,gsm8k,s2,math,120,2,False,True,0,
mistral,gsm8k,s2,math,156,5,False,True,0,
mistral,gsm8k,s2,math,204,11,False,False,0,
mistral,gsm8k,s2,math,137,8,False,False,0,
mistral,gsm8k,s2,math,245,1,False,False,0,
mistral,gsm8k,s2,math,120,3,False,False,0,
mistral,gsm8k,s2,math,93,0,False,True,0,
mistral,gsm8k,s2,math,140,12,False,True,0,
mistral,gsm8k,s2,math,146,8,False,True,0,
mistral,gsm8k,s2,math,118,4,False,True,0,
mistral,gsm8k,s2,math,85,4,False,True,0,
mistral,gsm8k,s2,math,54,7,False,True,0,
mistral,gsm8k,s2,math,199,15,False,True,0,
mistral,gsm8k,s2,math,172,15,False,False,0,
mistral,gsm8k,s2,math,152,20,False,False,0,
mistral,gsm8k,s2,math,175,19,False,True,0,
mistral,gsm8k,s2,math,136,14,False,True,0,
mistral,gsm8k,s2,math,97,6,False,False,0,
mistral,gsm8k,s2,math,256,6,False,False,0,
mistral,gsm8k,s2,math,236,12,False,False,0,
mistral,gsm8k,s2,math,184,5,False,True,0,
mistral,gsm8k,s2,math,123,6,False,False,0,
mistral,gsm8k,s2,math,355,24,False,False,0,
mistral,gsm8k,s2,math,153,5,False,True,0,
mistral,gsm8k,s2,math,174,7,False,False,0,
mistral,gsm8k,s2,math,209,17,False,False,0,
mistral,gsm8k,s2,math,175,14,False,False,0,
mistral,gsm8k,s2,math,134,9,False,True,0,
mistral,gsm8k,s2,math,188,12,False,False,0,
mistral,gsm8k,s2,math,194,4,False,False,0,
mistral,gsm8k,s2,math,55,7,False,True,0,
mistral,gsm8k,s2,math,196,5,False,True,0,
mistral,gsm8k,s2,math,144,5,False,True,0,
mistral,gsm8k,s2,math,139,6,False,True,0,
mistral,gsm8k,s2,math,81,9,False,True,0,
mistral,gsm8k,s2,math,262,15,False,False,0,
mistral,gsm8k,s2,math,84,12,False,False,0,
mistral,gsm8k,s2,math,105,6,False,True,0,
mistral,gsm8k,s2,math,122,2,False,True,0,
mistral,gsm8k,s2,math,76,2,False,True,0,
mistral,gsm8k,s2,math,135,10,False,False,0,
mistral,gsm8k,s2,math,202,10,False,True,0,
mistral,gsm8k,s2,math,97,5,False,False,0,
mistral,gsm8k,s2,math,114,6,False,True,0,
mistral,gsm8k,s2,math,144,15,False,False,0,
mistral,gsm8k,s2,math,97,14,False,True,0,
mistral,gsm8k,s2,math,116,8,False,True,0,
mistral,gsm8k,s2,math,96,9,False,True,0,
mistral,gsm8k,s2,math,221,13,False,True,0,
mistral,gsm8k,s2,math,104,9,False,True,0,
mistral,gsm8k,s2,math,132,9,False,False,0,
mistral,gsm8k,s2,math,409,22,False,False,0,
mistral,gsm8k,s2,math,59,8,False,True,0,
mistral,gsm8k,s2,math,174,3,False,True,0,
mistral,gsm8k,s2,math,123,7,False,True,0,
mistral,gsm8k,s2,math,133,14,False,True,0,
mistral,gsm8k,s2,math,167,2,False,False,0,
mistral,gsm8k,s2,math,184,16,False,False,0,
mistral,gsm8k,s2,math,305,1,False,False,0,
mistral,gsm8k,s2,math,159,13,False,True,0,
mistral,gsm8k,s2,math,97,8,False,False,0,
mistral,gsm8k,s2,math,130,10,False,False,0,
mistral,gsm8k,s2,math,205,9,False,False,0,
mistral,gsm8k,s2,math,104,2,False,True,0,
mistral,gsm8k,s2,math,233,14,False,False,0,
mistral,gsm8k,s2,math,75,7,False,True,0,
mistral,gsm8k,s2,math,242,8,False,True,0,
mistral,gsm8k,s2,math,117,5,False,True,0,
mistral,gsm8k,s2,math,195,4,False,True,0,
mistral,gsm8k,s2,math,182,12,False,True,0,
mistral,gsm8k,s2,math,247,11,False,False,0,
mistral,gsm8k,s2,math,151,1,False,False,0,
mistral,gsm8k,s2,math,231,8,False,False,0,
mistral,gsm8k,s2,math,64,5,False,True,0,
mistral,gsm8k,s2,math,177,8,False,True,0,
mistral,gsm8k,s2,math,69,2,False,True,0,
mistral,gsm8k,s2,math,208,6,False,False,0,
mistral,gsm8k,s2,math,130,11,False,True,0,
mistral,gsm8k,s2,math,305,17,False,False,0,
mistral,gsm8k,s2,math,156,18,False,True,0,
mistral,gsm8k,s2,math,147,6,False,True,0,
mistral,gsm8k,s2,math,293,9,False,False,0,
mistral,gsm8k,s2,math,97,10,False,True,0,
mistral,gsm8k,s2,math,165,4,False,False,0,
mistral,gsm8k,s2,math,116,0,False,False,0,
mistral,gsm8k,s2,math,149,6,False,True,0,
mistral,gsm8k,s2,math,110,7,False,False,0,
mistral,gsm8k,s2,math,180,18,False,False,0,
mistral,gsm8k,s2,math,187,0,False,True,0,
mistral,gsm8k,s2,math,165,18,False,False,0,
mistral,gsm8k,s2,math,244,5,False,False,0,
mistral,gsm8k,s2,math,125,7,False,True,0,
mistral,gsm8k,s2,math,136,7,False,False,0,
mistral,gsm8k,s2,math,119,4,False,True,0,
mistral,gsm8k,s2,math,105,6,False,True,0,
mistral,gsm8k,s2,math,169,11,False,False,0,
mistral,gsm8k,s2,math,111,0,False,True,0,
mistral,gsm8k,s2,math,137,4,False,False,0,
mistral,gsm8k,s2,math,90,14,False,True,0,
mistral,gsm8k,s2,math,219,4,False,False,0,
mistral,gsm8k,s2,math,194,0,False,False,0,
mistral,gsm8k,s2,math,248,5,False,False,0,
mistral,gsm8k,s2,math,148,14,False,True,0,
mistral,gsm8k,s2,math,185,7,False,True,0,
mistral,gsm8k,s2,math,102,6,False,False,0,
mistral,gsm8k,s2,math,346,39,False,False,0,
mistral,gsm8k,s2,math,120,4,False,False,0,
mistral,gsm8k,s2,math,125,0,False,True,0,
mistral,gsm8k,s2,math,124,2,False,False,0,
mistral,gsm8k,s2,math,119,11,False,False,0,
mistral,gsm8k,s2,math,103,4,False,False,0,
mistral,gsm8k,s2,math,130,0,False,True,0,
mistral,gsm8k,s2,math,147,12,False,True,0,
mistral,gsm8k,s2,math,157,10,False,True,0,
mistral,gsm8k,s2,math,86,3,False,False,0,
mistral,gsm8k,s2,math,159,6,False,True,0,
mistral,gsm8k,s2,math,263,15,False,True,0,
mistral,gsm8k,s2,math,89,6,False,True,0,
mistral,gsm8k,s2,math,133,6,False,True,0,
mistral,gsm8k,s2,math,112,6,False,True,0,
mistral,gsm8k,s2,math,144,4,False,False,0,
mistral,gsm8k,s2,math,195,10,False,False,0,
mistral,gsm8k,s2,math,223,0,False,False,0,
mistral,gsm8k,s2,math,142,14,False,False,0,
mistral,gsm8k,s2,math,98,8,False,False,0,
mistral,gsm8k,s2,math,229,12,False,True,0,
mistral,gsm8k,s2,math,107,5,False,True,0,
mistral,gsm8k,s2,math,133,0,False,True,0,
mistral,gsm8k,s2,math,131,2,False,True,0,
mistral,gsm8k,s2,math,139,2,False,False,0,
mistral,gsm8k,s2,math,126,6,False,True,0,
mistral,gsm8k,s2,math,187,2,False,False,0,
mistral,gsm8k,s2,math,101,8,False,True,0,
mistral,gsm8k,s2,math,153,0,False,False,0,
mistral,gsm8k,s2,math,212,10,False,False,0,
mistral,gsm8k,s2,math,159,7,False,True,0,
mistral,gsm8k,s2,math,138,11,False,True,0,
mistral,gsm8k,s2,math,164,4,False,True,0,
mistral,gsm8k,s2,math,174,3,False,True,0,
mistral,gsm8k,s2,math,125,3,False,True,0,
mistral,gsm8k,s2,math,103,0,False,True,0,
mistral,gsm8k,s2,math,180,2,False,True,0,
mistral,gsm8k,s2,math,186,6,False,False,0,
mistral,gsm8k,s2,math,96,8,False,False,0,
mistral,gsm8k,s2,math,149,17,False,True,0,
mistral,gsm8k,s2,math,419,47,False,False,0,
mistral,gsm8k,s2,math,130,10,False,False,0,
mistral,gsm8k,s2,math,134,10,False,True,0,
mistral,gsm8k,s2,math,109,10,False,True,0,
mistral,gsm8k,s2,math,110,9,False,True,0,
mistral,gsm8k,s2,math,114,4,False,True,0,
mistral,gsm8k,s2,math,118,12,False,True,0,
mistral,gsm8k,s2,math,161,11,False,False,0,
mistral,gsm8k,s2,math,256,34,False,True,0,
mistral,gsm8k,s2,math,352,26,False,False,0,
mistral,gsm8k,s2,math,186,12,False,True,0,
mistral,gsm8k,s2,math,98,9,False,True,0,
mistral,gsm8k,s2,math,114,6,False,False,0,
mistral,gsm8k,s2,math,123,0,False,True,0,
mistral,gsm8k,s2,math,157,6,False,True,0,
mistral,gsm8k,s2,math,348,13,False,False,1,
mistral,gsm8k,s2,math,88,7,False,True,0,
mistral,gsm8k,s2,math,88,2,False,True,0,
mistral,gsm8k,s2,math,158,3,False,False,0,
mistral,gsm8k,s2,math,132,4,False,True,0,
mistral,gsm8k,s2,math,190,13,False,True,0,
mistral,gsm8k,s2,math,184,5,False,False,0,
mistral,gsm8k,s2,math,101,5,False,True,0,
mistral,gsm8k,s2,math,145,0,False,False,0,
mistral,gsm8k,s2,math,194,15,False,False,0,
mistral,gsm8k,s2,math,221,18,False,False,0,
mistral,gsm8k,s2,math,94,4,False,True,0,
mistral,gsm8k,s2,math,141,9,False,True,0,
mistral,gsm8k,s2,math,131,2,False,True,0,
mistral,gsm8k,s2,math,102,5,False,True,0,
mistral,gsm8k,s2,math,266,22,False,False,0,
mistral,gsm8k,s2,math,199,9,False,True,0,
mistral,gsm8k,s2,math,118,2,False,True,0,
mistral,gsm8k,s2,math,187,4,False,True,0,
mistral,gsm8k,s2,math,129,11,False,True,0,
mistral,gsm8k,s2,math,137,9,False,True,0,
mistral,gsm8k,s2,math,359,13,False,False,0,
mistral,gsm8k,s2,math,116,7,False,True,0,
mistral,gsm8k,s2,math,116,4,False,False,0,
mistral,gsm8k,s2,math,220,13,False,False,0,
mistral,gsm8k,s2,math,218,20,False,False,0,
mistral,gsm8k,s2,math,275,16,False,False,0,
mistral,gsm8k,s2,math,214,17,False,True,0,
mistral,gsm8k,s2,math,217,13,False,True,0,
mistral,gsm8k,s2,math,155,14,False,False,0,
mistral,gsm8k,s2,math,154,20,False,True,0,
mistral,gsm8k,s2,math,103,7,False,True,0,
mistral,gsm8k,s2,math,98,10,False,False,0,
mistral,gsm8k,s2,math,94,4,False,True,0,
mistral,gsm8k,s2,math,251,4,False,True,0,
mistral,gsm8k,s2,math,123,5,False,True,0,
mistral,gsm8k,s2,math,151,5,False,False,0,
mistral,gsm8k,s2,math,112,8,False,True,0,
mistral,gsm8k,s2,math,77,6,False,True,0,
mistral,gsm8k,s2,math,121,3,False,True,0,
mistral,gsm8k,s2,math,134,7,False,True,0,
mistral,gsm8k,s2,math,172,6,False,False,0,
mistral,gsm8k,s2,math,101,1,False,True,0,
mistral,gsm8k,s2,math,122,10,False,True,0,
mistral,gsm8k,s2,math,190,20,False,False,0,
mistral,gsm8k,s2,math,127,11,False,False,0,
mistral,gsm8k,s2,math,142,15,False,True,0,
mistral,gsm8k,s2,math,116,4,False,True,0,
mistral,gsm8k,s2,math,176,5,False,True,0,
mistral,gsm8k,s2,math,165,7,False,True,0,
mistral,gsm8k,s2,math,210,13,False,True,0,
mistral,gsm8k,s2,math,109,8,False,True,0,
mistral,gsm8k,s2,math,129,9,False,True,0,
mistral,gsm8k,s2,math,125,13,False,False,0,
mistral,gsm8k,s2,math,128,4,False,True,0,
mistral,gsm8k,s2,math,298,4,False,False,0,
mistral,gsm8k,s2,math,107,9,False,True,0,
mistral,gsm8k,s2,math,120,11,False,True,0,
mistral,gsm8k,s2,math,219,16,False,False,0,
mistral,gsm8k,s2,math,185,15,False,False,0,
mistral,gsm8k,s2,math,197,14,False,False,0,
mistral,gsm8k,s2,math,149,11,False,True,0,
mistral,gsm8k,s2,math,135,11,False,True,0,
mistral,gsm8k,s2,math,222,38,False,False,1,
mistral,gsm8k,s2,math,82,4,False,True,0,
mistral,gsm8k,s2,math,144,7,False,True,0,
mistral,gsm8k,s2,math,120,12,False,False,0,
mistral,gsm8k,s2,math,78,2,False,True,0,
mistral,gsm8k,s2,math,120,6,False,True,0,
mistral,gsm8k,s2,math,140,10,False,True,0,
mistral,gsm8k,s2,math,157,9,False,False,0,
mistral,gsm8k,s2,math,163,6,False,True,0,
mistral,gsm8k,s2,math,177,8,False,True,0,
mistral,gsm8k,s2,math,193,5,False,False,0,
mistral,gsm8k,s2,math,272,15,False,False,0,
mistral,gsm8k,s2,math,108,11,False,True,0,
mistral,gsm8k,s2,math,147,4,False,False,0,
mistral,gsm8k,s2,math,106,12,False,True,0,
mistral,gsm8k,s2,math,146,5,False,True,0,
mistral,gsm8k,s2,math,509,42,False,False,0,
mistral,gsm8k,s2,math,192,14,False,True,0,
mistral,gsm8k,s2,math,134,6,False,True,0,
mistral,gsm8k,s2,math,87,10,False,True,0,
mistral,gsm8k,s2,math,217,4,False,False,0,
mistral,gsm8k,s2,math,109,9,False,True,0,
mistral,gsm8k,s2,math,201,15,False,False,0,
mistral,gsm8k,s2,math,88,2,False,False,0,
mistral,gsm8k,s2,math,115,8,False,False,0,
mistral,gsm8k,s2,math,152,10,False,False,0,
mistral,gsm8k,s2,math,96,6,False,True,0,
mistral,gsm8k,s2,math,142,3,False,True,0,
mistral,gsm8k,s2,math,281,19,False,False,0,
mistral,gsm8k,s2,math,85,6,False,True,0,
mistral,gsm8k,s2,math,101,3,False,True,0,
mistral,gsm8k,s2,math,264,14,False,True,0,
mistral,gsm8k,s2,math,191,17,False,True,0,
mistral,gsm8k,s2,math,69,9,False,True,0,
mistral,gsm8k,s2,math,206,15,False,False,0,
mistral,gsm8k,s2,math,111,9,False,True,0,
mistral,gsm8k,s2,math,164,4,False,True,0,
mistral,gsm8k,s2,math,106,10,False,True,0,
mistral,gsm8k,s2,math,66,4,False,True,0,
mistral,gsm8k,s2,math,176,13,False,False,0,
mistral,gsm8k,s2,math,154,4,False,False,0,
mistral,gsm8k,s2,math,92,1,False,True,0,
mistral,gsm8k,s2,math,485,11,False,False,0,
mistral,gsm8k,s2,math,213,3,False,True,0,
mistral,gsm8k,s2,math,135,20,False,False,0,
mistral,gsm8k,s2,math,113,4,False,True,0,
mistral,gsm8k,s2,math,152,4,False,True,0,
mistral,gsm8k,s2,math,82,4,False,True,0,
mistral,gsm8k,s2,math,322,24,False,False,0,
mistral,gsm8k,s2,math,87,9,False,True,0,
mistral,gsm8k,s2,math,222,12,False,True,0,
mistral,gsm8k,s2,math,328,31,False,False,0,
mistral,gsm8k,s2,math,112,10,False,False,0,
mistral,gsm8k,s2,math,110,8,False,False,0,
mistral,gsm8k,s2,math,132,15,False,True,0,
mistral,gsm8k,s2,math,105,7,False,True,0,
mistral,gsm8k,s2,math,223,15,False,False,0,
mistral,gsm8k,s2,math,117,3,False,True,0,
mistral,gsm8k,s2,math,170,8,False,True,0,
mistral,gsm8k,s2,math,169,6,False,False,0,
mistral,gsm8k,s2,math,132,4,False,False,0,
mistral,gsm8k,s2,math,180,7,False,False,0,
mistral,gsm8k,s2,math,121,11,False,False,0,
mistral,gsm8k,s2,math,109,5,False,True,0,
mistral,gsm8k,s2,math,194,5,False,True,0,
mistral,gsm8k,s2,math,129,9,False,False,0,
mistral,gsm8k,s2,math,97,3,False,True,0,
mistral,gsm8k,s2,math,186,12,False,False,0,
mistral,gsm8k,s2,math,118,6,False,True,0,
mistral,gsm8k,s2,math,161,15,False,True,0,
mistral,gsm8k,s2,math,130,9,False,True,0,
mistral,gsm8k,s2,math,203,5,False,False,0,
mistral,gsm8k,s2,math,173,0,False,True,0,
mistral,gsm8k,s2,math,169,6,False,False,0,
mistral,gsm8k,s2,math,214,11,False,True,0,
mistral,gsm8k,s2,math,185,9,False,True,0,
mistral,gsm8k,s2,math,121,6,False,True,0,
mistral,gsm8k,s2,math,184,12,False,False,0,
mistral,gsm8k,s2,math,157,9,False,False,0,
mistral,gsm8k,s2,math,173,10,False,True,0,
mistral,gsm8k,s2,math,195,10,False,True,0,
mistral,gsm8k,s2,math,208,18,False,True,0,
mistral,gsm8k,s2,math,167,4,False,True,0,
mistral,gsm8k,s2,math,290,28,False,False,0,
mistral,gsm8k,s2,math,164,10,False,True,0,
mistral,gsm8k,s2,math,215,14,False,False,0,
mistral,gsm8k,s2,math,513,17,False,True,-1,
mistral,gsm8k,s2,math,101,9,False,True,0,
mistral,gsm8k,s2,math,140,7,False,True,0,
mistral,gsm8k,s2,math,106,13,False,True,0,
mistral,gsm8k,s2,math,132,4,False,True,0,
mistral,gsm8k,s2,math,147,0,False,True,0,
mistral,gsm8k,s2,math,139,10,False,True,0,
mistral,gsm8k,s2,math,110,3,False,True,0,
mistral,gsm8k,s2,math,317,32,False,False,0,
mistral,gsm8k,s2,math,81,2,False,True,0,
mistral,gsm8k,s2,math,226,9,False,False,0,
mistral,gsm8k,s2,math,213,16,False,True,0,
mistral,gsm8k,s2,math,161,12,False,True,0,
mistral,gsm8k,s2,math,97,8,False,True,0,
mistral,gsm8k,s2,math,204,20,False,True,0,
mistral,gsm8k,s2,math,172,4,False,False,0,
mistral,gsm8k,s2,math,174,7,False,False,0,
mistral,gsm8k,s2,math,101,8,False,True,0,
mistral,gsm8k,s2,math,244,9,False,True,0,
mistral,gsm8k,s2,math,96,10,False,True,0,
mistral,gsm8k,s2,math,190,1,False,False,0,
mistral,gsm8k,s2,math,141,17,False,True,0,
mistral,gsm8k,s2,math,89,4,False,False,0,
mistral,gsm8k,s2,math,156,12,False,False,0,
mistral,gsm8k,s2,math,105,3,False,True,0,
mistral,gsm8k,s2,math,206,13,False,True,0,
mistral,gsm8k,s2,math,122,13,False,True,0,
mistral,gsm8k,s2,math,106,4,False,True,0,
mistral,gsm8k,s2,math,130,13,False,False,0,
mistral,gsm8k,s2,math,258,11,False,False,0,
mistral,gsm8k,s2,math,232,9,False,False,0,
mistral,gsm8k,s2,math,134,3,False,True,0,
mistral,gsm8k,s2,math,120,10,False,True,0,
mistral,gsm8k,s2,math,162,8,False,True,0,
mistral,gsm8k,s2,math,116,0,False,True,0,
mistral,gsm8k,s2,math,136,11,False,True,0,
mistral,gsm8k,s2,math,125,4,False,True,0,
mistral,gsm8k,s2,math,188,11,False,False,0,
mistral,gsm8k,s2,math,121,0,False,True,0,
mistral,gsm8k,s2,math,198,13,False,True,0,
mistral,gsm8k,s2,math,281,26,False,False,0,
mistral,gsm8k,s2,math,223,3,False,True,0,
mistral,gsm8k,s2,math,81,7,False,True,0,
mistral,gsm8k,s2,math,139,7,False,False,0,
mistral,gsm8k,s2,math,167,4,False,True,0,
mistral,gsm8k,s2,math,105,7,False,True,0,
mistral,gsm8k,s2,math,166,10,False,True,0,
mistral,gsm8k,s2,math,121,9,False,True,0,
mistral,gsm8k,s2,math,123,5,False,True,0,
mistral,gsm8k,s2,math,132,7,False,False,0,
mistral,gsm8k,s2,math,149,20,False,True,0,
mistral,gsm8k,s2,math,248,5,False,False,0,
mistral,gsm8k,s2,math,195,4,False,False,0,
mistral,gsm8k,s2,math,129,1,False,True,0,
mistral,gsm8k,s2,math,106,2,False,True,0,
mistral,gsm8k,s2,math,149,3,False,True,0,
mistral,gsm8k,s2,math,287,25,False,True,0,
mistral,gsm8k,s2,math,178,7,False,True,0,
mistral,gsm8k,s2,math,71,5,False,True,0,
mistral,gsm8k,s2,math,93,4,False,True,0,
mistral,gsm8k,s2,math,127,11,False,True,0,
mistral,gsm8k,s2,math,146,12,False,False,0,
mistral,gsm8k,s2,math,156,11,False,False,0,
mistral,gsm8k,s2,math,143,9,False,True,0,
mistral,gsm8k,s2,math,430,56,False,False,0,
mistral,gsm8k,s2,math,303,9,False,False,0,
mistral,gsm8k,s2,math,117,6,False,True,0,
mistral,gsm8k,s2,math,189,25,False,False,0,
mistral,gsm8k,s2,math,139,7,False,True,0,
mistral,gsm8k,s2,math,135,14,False,True,0,
mistral,gsm8k,s2,math,126,7,False,True,0,
mistral,gsm8k,s2,math,100,9,False,True,0,
mistral,gsm8k,s2,math,209,23,False,False,0,
mistral,gsm8k,s2,math,76,6,False,True,0,
mistral,gsm8k,s2,math,138,7,False,True,0,
mistral,gsm8k,s2,math,169,8,False,True,0,
mistral,gsm8k,s2,math,130,10,False,True,0,
mistral,gsm8k,s2,math,118,11,False,True,0,
mistral,gsm8k,s2,math,111,6,False,True,0,
mistral,gsm8k,s2,math,263,6,False,False,0,
mistral,gsm8k,s2,math,75,4,False,True,0,
mistral,gsm8k,s2,math,103,3,False,True,0,
mistral,gsm8k,s2,math,218,15,False,False,0,
mistral,gsm8k,s2,math,89,7,False,True,0,
mistral,gsm8k,s2,math,117,6,False,True,0,
mistral,gsm8k,s2,math,111,10,False,False,0,
mistral,gsm8k,s2,math,150,6,False,False,0,
mistral,gsm8k,s2,math,147,6,False,True,0,
mistral,gsm8k,s2,math,207,13,False,True,0,
mistral,gsm8k,s2,math,143,3,False,False,0,
mistral,gsm8k,s2,math,111,6,False,True,0,
mistral,gsm8k,s2,math,192,7,False,False,0,
mistral,gsm8k,s2,math,104,8,False,True,0,
mistral,gsm8k,s2,math,131,11,False,True,0,
mistral,gsm8k,s2,math,187,13,False,False,0,
mistral,gsm8k,s2,math,102,10,False,False,0,
mistral,gsm8k,s2,math,131,6,False,True,0,
mistral,gsm8k,s2,math,112,6,False,False,0,
mistral,gsm8k,s2,math,160,11,False,True,0,
mistral,gsm8k,s2,math,129,2,False,True,0,
mistral,gsm8k,s2,math,104,8,False,True,0,
mistral,gsm8k,s2,math,159,15,False,True,0,
mistral,gsm8k,s2,math,66,3,False,True,0,
mistral,gsm8k,s2,math,100,8,False,True,0,
mistral,gsm8k,s2,math,151,2,False,True,0,
mistral,gsm8k,s2,math,215,20,False,False,0,
mistral,gsm8k,s2,math,179,10,False,True,0,
mistral,gsm8k,s2,math,157,10,False,False,0,
mistral,gsm8k,s2,math,154,8,False,False,0,
mistral,gsm8k,s2,math,151,6,False,True,0,
mistral,gsm8k,s2,math,190,4,False,True,0,
mistral,gsm8k,s2,math,236,14,False,False,0,
mistral,gsm8k,s2,math,171,10,False,True,0,
mistral,gsm8k,s2,math,181,13,False,False,0,
mistral,gsm8k,s2,math,79,0,False,True,0,
mistral,gsm8k,s2,math,154,3,False,True,0,
mistral,gsm8k,s2,math,275,16,False,False,0,
mistral,gsm8k,s2,math,126,8,False,False,0,
mistral,gsm8k,s2,math,154,3,False,False,0,
mistral,gsm8k,s2,math,163,1,False,True,0,
mistral,gsm8k,s2,math,210,12,False,False,0,
mistral,gsm8k,s2,math,184,22,False,False,0,
mistral,gsm8k,s2,math,158,10,False,True,0,
mistral,gsm8k,s2,math,267,1,False,False,0,
mistral,gsm8k,s2,math,145,9,False,False,0,
mistral,gsm8k,s2,math,182,9,False,True,0,
mistral,gsm8k,s2,math,178,6,False,True,0,
mistral,gsm8k,s2,math,97,7,False,False,0,
mistral,gsm8k,s2,math,177,15,False,False,0,
mistral,gsm8k,s2,math,162,9,False,True,0,
mistral,gsm8k,s2,math,215,19,False,True,0,
mistral,gsm8k,s2,math,95,4,False,True,0,
mistral,gsm8k,s2,math,118,7,False,True,0,
mistral,gsm8k,s2,math,122,8,False,True,0,
mistral,gsm8k,s2,math,136,4,False,True,0,
mistral,gsm8k,s2,math,295,20,False,False,0,
mistral,gsm8k,s2,math,108,0,False,False,0,
mistral,gsm8k,s2,math,126,8,False,False,0,
mistral,gsm8k,s2,math,240,15,False,False,0,
mistral,gsm8k,s2,math,121,7,False,False,0,
mistral,gsm8k,s2,math,133,6,False,False,0,
mistral,gsm8k,s2,math,117,7,False,False,0,
mistral,gsm8k,s2,math,138,6,False,True,0,
mistral,gsm8k,s2,math,125,9,False,False,0,
mistral,gsm8k,s2,math,201,11,False,True,0,
mistral,gsm8k,s2,math,244,5,False,False,0,
mistral,gsm8k,s2,math,108,2,False,True,0,
mistral,gsm8k,s2,math,88,2,False,False,0,
mistral,gsm8k,s2,math,333,23,False,False,0,
mistral,gsm8k,s2,math,140,8,False,True,0,
mistral,gsm8k,s2,math,212,15,False,False,0,
mistral,gsm8k,s2,math,164,14,False,False,0,
mistral,gsm8k,s2,math,124,9,False,False,0,
mistral,gsm8k,s2,math,134,3,False,False,0,
mistral,gsm8k,s2,math,155,9,False,False,0,
mistral,gsm8k,s2,math,140,8,False,True,0,
mistral,gsm8k,s2,math,132,6,False,True,0,
mistral,gsm8k,s2,math,166,1,False,False,0,
mistral,gsm8k,s2,math,301,12,True,False,0,
mistral,gsm8k,s2,math,144,4,False,True,0,
mistral,gsm8k,s2,math,185,11,False,True,0,
mistral,gsm8k,s2,math,246,15,False,False,0,
mistral,gsm8k,s2,math,112,1,False,True,0,
mistral,gsm8k,s2,math,88,4,False,False,0,
mistral,gsm8k,s2,math,201,15,False,False,0,
mistral,gsm8k,s2,math,169,14,False,True,0,
mistral,gsm8k,s2,math,117,11,False,True,0,
mistral,gsm8k,s2,math,129,8,False,True,0,
mistral,gsm8k,s2,math,163,4,False,True,0,
mistral,gsm8k,s2,math,122,8,False,False,0,
mistral,gsm8k,s2,math,97,4,False,True,0,
mistral,gsm8k,s2,math,180,10,False,True,0,
mistral,gsm8k,s2,math,118,13,False,True,0,
mistral,gsm8k,s2,math,258,3,False,False,0,
mistral,gsm8k,s2,math,139,2,False,False,0,
mistral,gsm8k,s2,math,233,17,False,False,0,
mistral,gsm8k,s2,math,373,17,False,False,0,
mistral,gsm8k,s2,math,143,11,False,False,0,
mistral,gsm8k,s2,math,169,17,False,False,0,
mistral,gsm8k,s2,math,158,4,False,False,0,
mistral,gsm8k,s2,math,163,9,False,True,0,
mistral,gsm8k,s2,math,161,12,False,True,0,
mistral,gsm8k,s2,math,135,14,False,True,0,
mistral,gsm8k,s2,math,150,4,False,True,0,
mistral,gsm8k,s2,math,266,15,False,True,0,
mistral,gsm8k,s2,math,277,2,False,True,0,
mistral,gsm8k,s2,math,171,10,False,False,0,
