model,dataset,outcome,critique_type,found_error,specific,y1_length
mistral,humaneval,CW,vague_fix,True,False,275
mistral,humaneval,WC,specific_fix,True,True,187
mistral,humaneval,WC,vague_fix,True,False,208
mistral,humaneval,WC,vague_fix,True,False,195
mistral,humaneval,WC,specific_fix,True,True,304
mistral,humaneval,WC,specific_fix,True,True,101
mistral,humaneval,WC,vague_fix,True,False,147
mistral,humaneval,WC,vague_fix,True,False,284
mistral,humaneval,WC,vague_fix,True,False,244
mistral,humaneval,WC,vague_fix,True,False,152
mistral,humaneval,WC,specific_fix,True,True,168
mistral,humaneval,WC,specific_fix,True,True,212
mistral,humaneval,WC,vague_fix,True,False,185
mistral,humaneval,WC,specific_fix,True,True,194
mistral,humaneval,WC,vague_fix,True,False,286
mistral,humaneval,WC,specific_fix,True,True,248
mistral,humaneval,WC,vague_fix,True,False,248
mistral,humaneval,WC,vague_fix,True,False,195
mistral,humaneval,WW,vague_fix,True,False,603
mistral,humaneval,WW,specific_fix,True,True,247
mistral,humaneval,WW,specific_fix,True,True,361
mistral,humaneval,WW,specific_fix,True,True,216
mistral,humaneval,WW,specific_fix,True,True,312
mistral,humaneval,WW,vague_fix,True,False,112
mistral,humaneval,WW,specific_fix,True,True,225
mistral,humaneval,WW,vague_fix,True,False,390
mistral,humaneval,WW,vague_fix,True,False,215
mistral,humaneval,WW,vague_fix,True,False,115
mistral,humaneval,WW,specific_fix,True,True,248
mistral,humaneval,WW,vague_fix,True,False,257
mistral,humaneval,WW,vague_fix,True,False,118
mistral,humaneval,WW,vague_fix,True,False,352
mistral,humaneval,WW,vague_fix,True,False,212
mistral,humaneval,WW,vague_fix,True,False,169
mistral,humaneval,WW,specific_fix,True,True,124
mistral,humaneval,WW,specific_fix,True,True,499
mistral,humaneval,WW,vague_fix,True,False,262
mistral,humaneval,WW,vague_fix,True,False,86
mistral,humaneval,WW,vague_fix,True,False,161
mistral,humaneval,WW,specific_fix,True,True,190
mistral,humaneval,WW,specific_fix,True,True,480
mistral,humaneval,WW,vague_fix,True,False,329
mistral,humaneval,WW,vague_fix,True,False,322
mistral,humaneval,WW,vague_fix,True,False,316
mistral,humaneval,WW,vague_fix,True,False,301
mistral,humaneval,WW,specific_fix,True,True,140
mistral,humaneval,WW,vague_fix,True,False,259
mistral,humaneval,WW,specific_fix,True,True,418
mistral,humaneval,WW,specific_fix,True,True,166
mistral,humaneval,WW,specific_fix,True,True,231
mistral,humaneval,WW,vague_fix,True,False,122
mistral,humaneval,WW,specific_fix,True,True,135
mistral,humaneval,WW,specific_fix,True,True,236
mistral,humaneval,WW,vague_fix,True,False,243
mistral,humaneval,WW,vague_fix,True,False,303
mistral,humaneval,WW,vague_fix,True,False,141
mistral,humaneval,WW,vague_fix,True,False,136
mistral,humaneval,WW,specific_fix,True,True,391
mistral,humaneval,WW,vague_fix,True,False,192
mistral,humaneval,WW,vague_fix,True,False,331
mistral,humaneval,WW,specific_fix,True,True,349
mistral,humaneval,WW,specific_fix,True,True,384
mistral,humaneval,WW,vague_fix,True,False,201
mistral,humaneval,WW,vague_fix,True,False,212
mistral,humaneval,WW,vague_fix,True,False,280
mistral,humaneval,WW,specific_fix,True,True,365
mistral,humaneval,WW,vague_fix,True,False,187
mistral,humaneval,WW,specific_fix,True,True,199
qwen,gsm8k,CC,specific_fix,True,True,192
qwen,gsm8k,CC,specific_fix,True,True,177
qwen,gsm8k,CC,specific_fix,True,True,170
qwen,gsm8k,CC,vague_fix,True,False,20
qwen,gsm8k,CC,vague_fix,True,False,12
qwen,gsm8k,CC,specific_fix,True,True,118
qwen,gsm8k,CC,vague_fix,True,False,15
qwen,gsm8k,CC,specific_fix,True,True,714
qwen,gsm8k,CC,vague_fix,True,False,11
qwen,gsm8k,CC,vague_fix,True,False,10
qwen,gsm8k,CC,specific_fix,True,True,125
qwen,gsm8k,CC,specific_fix,True,True,561
qwen,gsm8k,CC,vague_fix,True,False,14
qwen,gsm8k,CC,vague_fix,True,False,16
qwen,gsm8k,CC,vague_fix,True,False,460
qwen,gsm8k,CC,specific_fix,True,True,774
qwen,gsm8k,CC,vague_fix,True,False,15
qwen,gsm8k,CC,vague_fix,True,False,8
qwen,gsm8k,CC,specific_fix,True,True,163
qwen,gsm8k,CC,vague_fix,True,False,22
qwen,gsm8k,CC,specific_fix,True,True,236
qwen,gsm8k,CC,vague_fix,True,False,20
qwen,gsm8k,CC,specific_fix,True,True,132
qwen,gsm8k,CC,specific_fix,True,True,501
qwen,gsm8k,CC,vague_fix,True,False,22
qwen,gsm8k,CC,vague_fix,True,False,18
qwen,gsm8k,CC,specific_fix,True,True,266
qwen,gsm8k,CC,ambiguous,False,True,250
qwen,gsm8k,CC,vague_fix,True,False,10
qwen,gsm8k,CC,vague_fix,True,False,17
qwen,gsm8k,CC,vague_fix,True,False,13
qwen,gsm8k,CC,specific_fix,True,True,455
qwen,gsm8k,CC,vague_fix,True,False,36
qwen,gsm8k,CC,vague_fix,True,False,11
qwen,gsm8k,CC,specific_fix,True,True,232
qwen,gsm8k,CC,specific_fix,True,True,218
qwen,gsm8k,CC,specific_fix,True,True,27
qwen,gsm8k,CC,vague_fix,True,False,14
qwen,gsm8k,CC,vague_fix,True,False,14
qwen,gsm8k,CC,vague_fix,True,False,25
qwen,gsm8k,CC,ambiguous,False,True,807
qwen,gsm8k,CC,vague_fix,True,False,19
qwen,gsm8k,CC,vague_fix,True,False,16
qwen,gsm8k,CC,vague_fix,True,False,14
qwen,gsm8k,CC,vague_fix,True,False,8
qwen,gsm8k,CC,vague_fix,True,False,12
qwen,gsm8k,CC,specific_fix,True,True,177
qwen,gsm8k,CC,specific_fix,True,True,215
qwen,gsm8k,CC,vague_fix,True,False,10
qwen,gsm8k,CC,specific_fix,True,True,845
qwen,gsm8k,CW,vague_fix,True,False,38
qwen,gsm8k,CW,vague_fix,True,False,19
qwen,gsm8k,CW,ambiguous,False,False,658
qwen,gsm8k,CW,specific_fix,True,True,169
qwen,gsm8k,CW,vague_fix,True,False,26
qwen,gsm8k,CW,vague_fix,True,False,266
qwen,gsm8k,CW,vague_fix,True,False,12
qwen,gsm8k,CW,vague_fix,True,False,78
qwen,gsm8k,CW,specific_fix,True,True,74
qwen,gsm8k,CW,specific_fix,True,True,147
qwen,gsm8k,CW,specific_fix,True,True,153
qwen,gsm8k,CW,specific_fix,True,True,770
qwen,gsm8k,CW,vague_fix,True,False,464
qwen,gsm8k,CW,vague_fix,True,False,18
qwen,gsm8k,CW,specific_fix,True,True,62
qwen,gsm8k,CW,specific_fix,True,True,138
qwen,gsm8k,CW,specific_fix,True,True,320
qwen,gsm8k,CW,specific_fix,True,True,212
qwen,gsm8k,CW,specific_fix,True,True,147
qwen,gsm8k,CW,specific_fix,True,True,262
qwen,gsm8k,CW,specific_fix,True,True,216
qwen,gsm8k,CW,vague_fix,True,False,25
qwen,gsm8k,CW,specific_fix,True,True,366
qwen,gsm8k,CW,specific_fix,True,True,750
qwen,gsm8k,CW,specific_fix,True,True,742
qwen,gsm8k,CW,specific_fix,True,True,267
qwen,gsm8k,CW,vague_fix,True,False,12
qwen,gsm8k,CW,specific_fix,True,True,171
qwen,gsm8k,CW,specific_fix,True,True,287
qwen,gsm8k,CW,specific_fix,True,True,169
qwen,gsm8k,CW,vague_fix,True,False,13
qwen,gsm8k,CW,specific_fix,True,True,234
qwen,gsm8k,CW,vague_fix,True,False,284
qwen,gsm8k,CW,specific_fix,True,True,257
qwen,gsm8k,CW,specific_fix,True,True,296
qwen,gsm8k,CW,specific_fix,True,True,297
qwen,gsm8k,CW,vague_fix,True,False,18
qwen,gsm8k,CW,specific_fix,True,True,382
qwen,gsm8k,CW,specific_fix,True,True,188
qwen,gsm8k,CW,vague_fix,True,False,16
qwen,gsm8k,CW,specific_fix,True,True,848
qwen,gsm8k,CW,specific_fix,True,True,761
qwen,gsm8k,CW,specific_fix,True,True,419
qwen,gsm8k,CW,specific_fix,True,True,164
qwen,gsm8k,CW,vague_fix,True,False,19
qwen,gsm8k,CW,specific_fix,True,True,337
qwen,gsm8k,CW,specific_fix,True,True,145
qwen,gsm8k,CW,specific_fix,True,True,796
qwen,gsm8k,CW,specific_fix,True,True,146
qwen,gsm8k,CW,specific_fix,True,True,183
qwen,gsm8k,WC,vague_fix,True,False,40
qwen,gsm8k,WC,vague_fix,True,False,208
qwen,gsm8k,WC,specific_fix,True,True,101
qwen,gsm8k,WC,vague_fix,True,False,18
qwen,gsm8k,WC,vague_fix,True,False,17
qwen,gsm8k,WC,ambiguous,False,True,52
qwen,gsm8k,WC,vague_fix,True,False,14
qwen,gsm8k,WC,vague_fix,True,False,15
qwen,gsm8k,WC,vague_fix,True,False,15
qwen,gsm8k,WC,ambiguous,False,True,198
qwen,gsm8k,WC,vague_fix,True,False,10
qwen,gsm8k,WW,specific_fix,True,True,178
qwen,gsm8k,WW,specific_fix,True,True,33
qwen,gsm8k,WW,specific_fix,True,True,193
qwen,gsm8k,WW,specific_fix,True,True,360
qwen,gsm8k,WW,specific_fix,True,True,384
qwen,gsm8k,WW,specific_fix,True,True,186
qwen,gsm8k,WW,specific_fix,True,True,204
qwen,gsm8k,WW,vague_fix,True,False,10
qwen,gsm8k,WW,vague_fix,True,False,18
qwen,gsm8k,WW,specific_fix,True,True,216
qwen,gsm8k,WW,specific_fix,True,True,262
qwen,gsm8k,WW,specific_fix,True,True,552
qwen,gsm8k,WW,specific_fix,True,True,168
qwen,gsm8k,WW,specific_fix,True,True,161
qwen,gsm8k,WW,specific_fix,True,True,826
qwen,gsm8k,WW,specific_fix,True,True,189
qwen,gsm8k,WW,specific_fix,True,True,188
qwen,gsm8k,WW,specific_fix,True,True,234
qwen,gsm8k,WW,specific_fix,True,True,222
qwen,gsm8k,WW,specific_fix,True,True,200
qwen,gsm8k,WW,vague_fix,True,False,15
qwen,gsm8k,WW,specific_fix,True,True,194
qwen,gsm8k,WW,specific_fix,True,True,272
qwen,gsm8k,WW,specific_fix,True,True,211
qwen,gsm8k,WW,specific_fix,True,True,699
qwen,gsm8k,WW,specific_fix,True,True,207
qwen,gsm8k,WW,specific_fix,True,True,201
qwen,gsm8k,WW,specific_fix,True,True,197
qwen,gsm8k,WW,specific_fix,True,True,354
qwen,gsm8k,WW,vague_fix,True,False,11
qwen,gsm8k,WW,specific_fix,True,True,679
qwen,gsm8k,WW,specific_fix,True,True,278
qwen,gsm8k,WW,specific_fix,True,True,267
qwen,gsm8k,WW,vague_fix,True,False,18
qwen,gsm8k,WW,vague_fix,True,False,10
qwen,gsm8k,WW,specific_fix,True,True,186
qwen,gsm8k,WW,ambiguous,False,False,14
qwen,gsm8k,WW,vague_fix,True,False,20
qwen,gsm8k,WW,specific_fix,True,True,182
qwen,gsm8k,WW,vague_fix,True,False,22
qwen,gsm8k,WW,vague_fix,True,False,15
qwen,gsm8k,WW,specific_fix,True,True,215
qwen,gsm8k,WW,specific_fix,True,True,697
qwen,gsm8k,WW,vague_fix,True,False,14
qwen,gsm8k,WW,specific_fix,True,True,232
qwen,gsm8k,WW,vague_fix,True,False,10
qwen,gsm8k,WW,vague_fix,True,False,160
qwen,gsm8k,WW,vague_fix,True,False,152
qwen,gsm8k,WW,vague_fix,True,False,8
qwen,gsm8k,WW,vague_fix,True,False,22
qwen,triviaqa,CC,ambiguous,False,False,696
qwen,triviaqa,CC,ambiguous,False,False,692
qwen,triviaqa,CC,ambiguous,False,False,783
qwen,triviaqa,CC,ambiguous,False,False,908
qwen,triviaqa,CC,ambiguous,False,False,74
qwen,triviaqa,CC,specific_fix,True,True,552
qwen,triviaqa,CC,ambiguous,False,False,703
qwen,triviaqa,CC,ambiguous,False,False,744
qwen,triviaqa,CC,ambiguous,False,False,161
qwen,triviaqa,CC,ambiguous,False,False,853
qwen,triviaqa,CC,ambiguous,False,False,774
qwen,triviaqa,CC,ambiguous,False,False,322
qwen,triviaqa,CC,ambiguous,False,False,522
qwen,triviaqa,CC,ambiguous,False,False,768
qwen,triviaqa,CC,specific_fix,True,True,853
qwen,triviaqa,CC,ambiguous,False,False,760
qwen,triviaqa,CC,ambiguous,False,False,858
qwen,triviaqa,CC,specific_fix,True,True,697
qwen,triviaqa,CC,ambiguous,False,False,519
qwen,triviaqa,CC,specific_fix,True,True,808
qwen,triviaqa,CC,vague_fix,True,False,225
qwen,triviaqa,CC,ambiguous,False,False,161
qwen,triviaqa,CC,vague_fix,True,False,182
qwen,triviaqa,CC,ambiguous,False,False,787
qwen,triviaqa,CC,ambiguous,False,False,673
qwen,triviaqa,CC,ambiguous,False,False,528
qwen,triviaqa,CC,ambiguous,False,True,736
qwen,triviaqa,CC,ambiguous,False,False,521
qwen,triviaqa,CC,ambiguous,False,False,652
qwen,triviaqa,CC,vague_fix,True,False,536
qwen,triviaqa,CC,ambiguous,False,False,753
qwen,triviaqa,CC,ambiguous,False,False,217
qwen,triviaqa,CC,specific_fix,True,True,59
qwen,triviaqa,CC,ambiguous,False,False,820
qwen,triviaqa,CC,ambiguous,False,False,908
qwen,triviaqa,CC,ambiguous,False,False,661
qwen,triviaqa,CC,ambiguous,False,False,12
qwen,triviaqa,CC,specific_fix,True,True,44
qwen,triviaqa,CC,specific_fix,True,True,42
qwen,triviaqa,CC,ambiguous,False,False,904
qwen,triviaqa,CC,ambiguous,False,False,522
qwen,triviaqa,CC,ambiguous,False,False,73
qwen,triviaqa,CC,ambiguous,False,False,33
qwen,triviaqa,CC,ambiguous,False,False,94
qwen,triviaqa,CC,ambiguous,False,False,299
qwen,triviaqa,CC,ambiguous,False,False,818
qwen,triviaqa,CC,ambiguous,False,False,780
qwen,triviaqa,CC,ambiguous,False,False,248
qwen,triviaqa,CC,ambiguous,False,False,154
qwen,triviaqa,CC,ambiguous,False,False,300
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,51
qwen,triviaqa,CW,ambiguous,False,False,65
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,specific_fix,True,True,69
qwen,triviaqa,CW,ambiguous,False,False,774
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,3
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,3
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,150
qwen,triviaqa,CW,ambiguous,False,False,32
qwen,triviaqa,CW,ambiguous,False,False,30
qwen,triviaqa,CW,ambiguous,False,False,13
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,13
qwen,triviaqa,CW,ambiguous,False,False,307
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,3
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,148
qwen,triviaqa,CW,ambiguous,False,False,6
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,specific_fix,True,True,843
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,227
qwen,triviaqa,CW,ambiguous,False,False,11
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,9
qwen,triviaqa,CW,ambiguous,False,False,154
qwen,triviaqa,CW,ambiguous,False,False,16
qwen,triviaqa,CW,ambiguous,False,False,232
qwen,triviaqa,CW,ambiguous,False,False,10
qwen,triviaqa,CW,ambiguous,False,False,6
qwen,triviaqa,CW,ambiguous,False,False,2
qwen,triviaqa,WC,specific_fix,True,True,578
qwen,triviaqa,WW,ambiguous,False,False,675
qwen,triviaqa,WW,ambiguous,False,False,518
qwen,triviaqa,WW,ambiguous,False,False,26
qwen,triviaqa,WW,ambiguous,False,False,25
qwen,triviaqa,WW,ambiguous,False,False,11
qwen,triviaqa,WW,ambiguous,False,False,21
qwen,triviaqa,WW,ambiguous,False,False,698
qwen,triviaqa,WW,ambiguous,False,False,770
qwen,triviaqa,WW,ambiguous,False,True,729
qwen,triviaqa,WW,ambiguous,False,False,752
qwen,triviaqa,WW,ambiguous,False,False,855
qwen,triviaqa,WW,specific_fix,True,True,357
qwen,triviaqa,WW,ambiguous,False,True,9
qwen,triviaqa,WW,ambiguous,False,False,13
qwen,triviaqa,WW,ambiguous,False,False,6
qwen,triviaqa,WW,vague_fix,True,False,71
qwen,triviaqa,WW,ambiguous,False,False,777
qwen,triviaqa,WW,ambiguous,False,False,762
qwen,triviaqa,WW,ambiguous,False,False,217
qwen,triviaqa,WW,ambiguous,False,False,32
qwen,triviaqa,WW,ambiguous,False,False,145
qwen,triviaqa,WW,ambiguous,False,False,777
qwen,triviaqa,WW,ambiguous,False,False,207
qwen,triviaqa,WW,ambiguous,False,False,28
qwen,triviaqa,WW,specific_fix,True,True,774
qwen,triviaqa,WW,specific_fix,True,True,644
qwen,triviaqa,WW,ambiguous,False,False,33
qwen,triviaqa,WW,ambiguous,False,False,769
qwen,triviaqa,WW,ambiguous,False,False,799
qwen,triviaqa,WW,vague_fix,True,False,292
qwen,triviaqa,WW,ambiguous,False,False,46
qwen,triviaqa,WW,ambiguous,False,False,519
qwen,triviaqa,WW,ambiguous,False,False,16
qwen,triviaqa,WW,ambiguous,False,False,106
qwen,triviaqa,WW,ambiguous,False,False,9
qwen,triviaqa,WW,ambiguous,False,False,868
qwen,triviaqa,WW,ambiguous,False,False,42
qwen,triviaqa,WW,ambiguous,False,False,726
qwen,triviaqa,WW,ambiguous,False,False,701
qwen,triviaqa,WW,ambiguous,False,False,824
qwen,triviaqa,WW,specific_fix,True,True,312
qwen,triviaqa,WW,ambiguous,False,False,519
qwen,triviaqa,WW,ambiguous,False,False,820
qwen,triviaqa,WW,ambiguous,False,False,16
qwen,triviaqa,WW,ambiguous,False,False,533
qwen,triviaqa,WW,ambiguous,False,False,321
qwen,triviaqa,WW,ambiguous,False,False,25
qwen,triviaqa,WW,specific_fix,True,True,92
qwen,triviaqa,WW,ambiguous,False,False,11
qwen,triviaqa,WW,ambiguous,False,False,2
qwen,strategyqa,CC,vague_fix,True,False,70
qwen,strategyqa,CC,ambiguous,False,False,145
qwen,strategyqa,CC,vague_fix,True,False,99
qwen,strategyqa,CC,ambiguous,False,False,52
qwen,strategyqa,CC,ambiguous,False,False,45
qwen,strategyqa,CC,ambiguous,False,True,79
qwen,strategyqa,CC,vague_fix,True,False,298
qwen,strategyqa,CC,ambiguous,False,False,68
qwen,strategyqa,CC,vague_fix,True,False,38
qwen,strategyqa,CC,ambiguous,False,True,225
qwen,strategyqa,CC,vague_fix,True,False,33
qwen,strategyqa,CC,ambiguous,False,False,70
qwen,strategyqa,CC,vague_fix,True,False,32
qwen,strategyqa,CC,ambiguous,False,False,25
qwen,strategyqa,CC,ambiguous,False,False,720
qwen,strategyqa,CC,vague_fix,True,False,59
qwen,strategyqa,CC,ambiguous,False,False,61
qwen,strategyqa,CC,vague_fix,True,False,37
qwen,strategyqa,CC,vague_fix,True,False,166
qwen,strategyqa,CC,ambiguous,False,False,648
qwen,strategyqa,CC,ambiguous,False,False,34
qwen,strategyqa,CC,vague_fix,True,False,50
qwen,strategyqa,CC,ambiguous,False,False,14
qwen,strategyqa,CC,ambiguous,False,False,44
qwen,strategyqa,CC,ambiguous,False,False,56
qwen,strategyqa,CC,ambiguous,False,False,29
qwen,strategyqa,CC,vague_fix,True,False,51
qwen,strategyqa,CC,ambiguous,False,False,79
qwen,strategyqa,CC,specific_fix,True,True,802
qwen,strategyqa,CC,specific_fix,True,True,197
qwen,strategyqa,CC,vague_fix,True,False,41
qwen,strategyqa,CC,ambiguous,False,True,58
qwen,strategyqa,CC,vague_fix,True,False,33
qwen,strategyqa,CC,vague_fix,True,False,163
qwen,strategyqa,CC,ambiguous,False,False,68
qwen,strategyqa,CC,ambiguous,False,False,30
qwen,strategyqa,CC,ambiguous,False,False,51
qwen,strategyqa,CC,vague_fix,True,False,35
qwen,strategyqa,CC,ambiguous,False,False,39
qwen,strategyqa,CC,ambiguous,False,False,74
qwen,strategyqa,CC,vague_fix,True,False,33
qwen,strategyqa,CC,ambiguous,False,False,56
qwen,strategyqa,CC,ambiguous,False,False,65
qwen,strategyqa,CC,specific_fix,True,True,233
qwen,strategyqa,CC,vague_fix,True,False,42
qwen,strategyqa,CC,vague_fix,True,False,176
qwen,strategyqa,CC,vague_fix,True,False,26
qwen,strategyqa,CC,vague_fix,True,False,66
qwen,strategyqa,CC,ambiguous,False,False,52
qwen,strategyqa,CC,ambiguous,False,False,11
qwen,strategyqa,CW,ambiguous,False,True,117
qwen,strategyqa,CW,ambiguous,False,False,65
qwen,strategyqa,CW,vague_fix,True,False,43
qwen,strategyqa,CW,ambiguous,False,False,473
qwen,strategyqa,CW,vague_fix,True,False,150
qwen,strategyqa,CW,vague_fix,True,False,32
qwen,strategyqa,CW,specific_fix,True,True,38
qwen,strategyqa,CW,vague_fix,True,False,97
qwen,strategyqa,CW,ambiguous,False,False,54
qwen,strategyqa,CW,vague_fix,True,False,51
qwen,strategyqa,CW,vague_fix,True,False,37
qwen,strategyqa,CW,ambiguous,False,False,78
qwen,strategyqa,CW,specific_fix,True,True,225
qwen,strategyqa,CW,ambiguous,False,False,369
qwen,strategyqa,CW,ambiguous,False,False,90
qwen,strategyqa,CW,ambiguous,False,False,1
qwen,strategyqa,CW,vague_fix,True,False,816
qwen,strategyqa,CW,ambiguous,False,False,51
qwen,strategyqa,CW,vague_fix,True,False,135
qwen,strategyqa,CW,ambiguous,False,False,29
qwen,strategyqa,CW,specific_fix,True,True,753
qwen,strategyqa,CW,vague_fix,True,False,514
qwen,strategyqa,CW,vague_fix,True,False,76
qwen,strategyqa,CW,vague_fix,True,False,92
qwen,strategyqa,CW,ambiguous,False,False,38
qwen,strategyqa,CW,vague_fix,True,False,694
qwen,strategyqa,CW,vague_fix,True,False,54
qwen,strategyqa,CW,ambiguous,False,False,188
qwen,strategyqa,CW,ambiguous,False,False,198
qwen,strategyqa,CW,ambiguous,False,False,33
qwen,strategyqa,CW,ambiguous,False,False,102
qwen,strategyqa,CW,vague_fix,True,False,51
qwen,strategyqa,CW,vague_fix,True,False,36
qwen,strategyqa,CW,vague_fix,True,False,23
qwen,strategyqa,CW,ambiguous,False,False,24
qwen,strategyqa,CW,ambiguous,False,False,523
qwen,strategyqa,CW,vague_fix,True,False,41
qwen,strategyqa,CW,ambiguous,False,True,737
qwen,strategyqa,CW,vague_fix,True,False,63
qwen,strategyqa,CW,ambiguous,False,False,145
qwen,strategyqa,CW,ambiguous,False,False,795
qwen,strategyqa,CW,ambiguous,False,False,26
qwen,strategyqa,CW,vague_fix,True,False,761
qwen,strategyqa,CW,vague_fix,True,False,30
qwen,strategyqa,CW,ambiguous,False,False,88
qwen,strategyqa,CW,ambiguous,False,False,28
qwen,strategyqa,CW,ambiguous,False,False,79
qwen,strategyqa,CW,vague_fix,True,False,80
qwen,strategyqa,CW,ambiguous,False,False,129
qwen,strategyqa,CW,vague_fix,True,False,38
qwen,strategyqa,WC,ambiguous,False,False,43
qwen,strategyqa,WC,vague_fix,True,False,89
qwen,strategyqa,WC,vague_fix,True,False,62
qwen,strategyqa,WC,ambiguous,False,False,40
qwen,strategyqa,WC,ambiguous,False,False,62
qwen,strategyqa,WC,vague_fix,True,False,71
qwen,strategyqa,WC,ambiguous,False,False,112
qwen,strategyqa,WC,vague_fix,True,False,59
qwen,strategyqa,WC,vague_fix,True,False,68
qwen,strategyqa,WC,ambiguous,False,False,63
qwen,strategyqa,WC,vague_fix,True,False,52
qwen,strategyqa,WC,specific_fix,True,True,102
qwen,strategyqa,WC,ambiguous,False,False,76
qwen,strategyqa,WC,ambiguous,False,False,898
qwen,strategyqa,WC,vague_fix,True,False,55
qwen,strategyqa,WC,ambiguous,False,False,70
qwen,strategyqa,WC,ambiguous,False,True,259
qwen,strategyqa,WC,vague_fix,True,False,40
qwen,strategyqa,WC,ambiguous,False,False,77
qwen,strategyqa,WC,ambiguous,False,False,78
qwen,strategyqa,WC,ambiguous,False,False,71
qwen,strategyqa,WC,ambiguous,False,False,29
qwen,strategyqa,WC,vague_fix,True,False,83
qwen,strategyqa,WC,vague_fix,True,False,142
qwen,strategyqa,WC,ambiguous,False,False,531
qwen,strategyqa,WC,specific_fix,True,True,260
qwen,strategyqa,WC,vague_fix,True,False,42
qwen,strategyqa,WC,vague_fix,True,False,113
qwen,strategyqa,WC,vague_fix,True,False,147
qwen,strategyqa,WC,vague_fix,True,False,51
qwen,strategyqa,WC,ambiguous,False,False,61
qwen,strategyqa,WC,vague_fix,True,False,30
qwen,strategyqa,WC,ambiguous,False,False,61
qwen,strategyqa,WC,vague_fix,True,False,31
qwen,strategyqa,WC,ambiguous,False,False,118
qwen,strategyqa,WC,vague_fix,True,False,71
qwen,strategyqa,WC,ambiguous,False,False,66
qwen,strategyqa,WC,ambiguous,False,False,841
qwen,strategyqa,WC,ambiguous,False,False,40
qwen,strategyqa,WC,ambiguous,False,False,83
qwen,strategyqa,WC,ambiguous,False,False,29
qwen,strategyqa,WC,ambiguous,False,False,52
qwen,strategyqa,WC,vague_fix,True,False,63
qwen,strategyqa,WC,ambiguous,False,False,19
qwen,strategyqa,WC,vague_fix,True,False,105
qwen,strategyqa,WC,ambiguous,False,False,120
qwen,strategyqa,WC,ambiguous,False,False,703
qwen,strategyqa,WC,ambiguous,False,False,96
qwen,strategyqa,WC,vague_fix,True,False,98
qwen,strategyqa,WC,vague_fix,True,False,40
qwen,strategyqa,WW,ambiguous,False,False,106
qwen,strategyqa,WW,ambiguous,False,False,124
qwen,strategyqa,WW,ambiguous,False,False,27
qwen,strategyqa,WW,ambiguous,False,False,35
qwen,strategyqa,WW,ambiguous,False,False,24
qwen,strategyqa,WW,ambiguous,False,False,73
qwen,strategyqa,WW,confirmed_correct,False,False,836
qwen,strategyqa,WW,vague_fix,True,False,682
qwen,strategyqa,WW,vague_fix,True,False,771
qwen,strategyqa,WW,ambiguous,False,True,166
qwen,strategyqa,WW,ambiguous,False,False,77
qwen,strategyqa,WW,ambiguous,False,False,32
qwen,strategyqa,WW,vague_fix,True,False,87
qwen,strategyqa,WW,ambiguous,False,False,67
qwen,strategyqa,WW,ambiguous,False,False,599
qwen,strategyqa,WW,ambiguous,False,False,151
qwen,strategyqa,WW,ambiguous,False,False,72
qwen,strategyqa,WW,ambiguous,False,False,118
qwen,strategyqa,WW,ambiguous,False,False,28
qwen,strategyqa,WW,specific_fix,True,True,63
qwen,strategyqa,WW,vague_fix,True,False,69
qwen,strategyqa,WW,ambiguous,False,False,31
qwen,strategyqa,WW,ambiguous,False,False,27
qwen,strategyqa,WW,vague_fix,True,False,44
qwen,strategyqa,WW,ambiguous,False,False,22
qwen,strategyqa,WW,ambiguous,False,False,69
qwen,strategyqa,WW,ambiguous,False,False,53
qwen,strategyqa,WW,ambiguous,False,False,71
qwen,strategyqa,WW,ambiguous,False,False,768
qwen,strategyqa,WW,vague_fix,True,False,162
qwen,strategyqa,WW,ambiguous,False,True,514
